timestep	actor	recipient	bodypart_actor	bodypart_recipient	label	intensity_of_body_contact	valence_actor	valence_recipient	intention	audio_information
1486.0					NONE					
1488.0					NONE					
1490.0					NONE					
1492.0					NONE					
1494.0					NONE					
1496.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1498.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1500.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1502.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1504.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1506.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1508.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1510.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1512.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1514.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1516.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1518.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1520.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1522.0	JENNY	FORREST			NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1524.0					NONE					
1526.0					NONE					
1528.0					NONE					
1530.0					NONE					
1532.0					NONE					
1534.0					NONE					
1536.0					NONE					
1538.0	MEN	MEN			JOSTLE	0.0	NEGATIVE	NEGATIVE	0.0	
1540.0	MEN	MEN			JOSTLE	0.0	NEGATIVE	NEGATIVE	0.0	
1542.0					NONE					
1544.0					NONE					
1546.0					NONE					
1548.0					NONE					
1550.0					NONE					
1552.0					NONE					
1554.0					NONE					
1556.0					NONE					
1558.0					NONE					
1560.0					NONE					
1562.0					NONE					
1564.0					NONE					
1566.0					NONE					
1568.0					NONE					
1570.0					NONE					
1572.0					NONE					
1574.0					NONE					
1576.0					NONE					
1578.0					NONE					
1580.0	MEN	MEN	HAND	HAND	SHAKE_HANDS	1.0	POSITIVE	POSITIVE	1.0	
1582.0	MEN	MEN	HAND	HAND	SHAKE_HANDS	1.0	POSITIVE	POSITIVE	1.0	
1584.0	MEN	MEN	HAND	HAND	SHAKE_HANDS	1.0	POSITIVE	POSITIVE	1.0	
1586.0	MEN	MEN	HAND	HAND	SHAKE_HANDS	1.0	POSITIVE	POSITIVE	1.0	
1588.0					NONE					
1590.0					NONE					
1592.0	FORREST	MEN	HAND	HAND	SHAKE_HANDS	1.0	NEGATIVE	POSITIVE	1.0	
1594.0					NONE					
1596.0					NONE					
1598.0					NONE					
1600.0					NONE					
1602.0					NONE					
1604.0					NONE					
1606.0					NONE					
1608.0					NONE					
1610.0					NONE					
1612.0					NONE					
1614.0					NONE					
1616.0					NONE					
1618.0					NONE					
1620.0					NONE					
1622.0					NONE					
1624.0					NONE					
1626.0					NONE					
1628.0					NONE					
1630.0					NONE					
1632.0					NONE					
1634.0					NONE					
1636.0					NONE					
1638.0					NONE					
1640.0	FORREST	MEN	HAND	HAND	SHAKE_HANDS	1.0	STRONG_POSITIVE	POSITIVE	1.0	
1640.0	MEN	FORREST	HAND	HAND	SHAKE_HANDS	1.0	POSITIVE	STRONG_POSITIVE	1.0	
1642.0	FORREST	MEN	HAND	HAND	SHAKE_HANDS	1.0	STRONG_POSITIVE	POSITIVE	1.0	
1642.0	MEN	FORREST	HAND	HAND	SHAKE_HANDS	1.0	POSITIVE	STRONG_POSITIVE	1.0	
1644.0					NONE					
1646.0	MRS_GUMP	FORREST	HAND	ARM	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
1648.0					NONE					
1650.0	MEN	FORREST	HAND	SHOULDER	TAP	0.0	POSITIVE	POSITIVE	1.0	
1652.0					NONE					
1654.0					NONE					
1656.0					NONE					
1658.0					NONE					
1660.0					NONE					
1662.0					NONE					
1664.0					NONE					
1666.0					NONE					
1668.0					NONE					
1670.0					NONE					
1672.0					NONE					
1674.0					NONE					
1676.0					NONE					
1678.0					NONE					
1680.0					NONE					
1682.0					NONE					
1684.0					NONE					
1686.0					NONE					
1688.0					NONE					
1690.0					NONE					
1692.0					NONE					
1694.0					NONE					
1696.0					NONE					
1698.0					NONE					
1700.0					NONE					
1702.0					NONE					
1704.0					NONE					
1706.0					NONE					
1708.0					NONE					
1710.0					NONE					
1712.0					NONE					
1714.0					NONE					
1716.0					NONE					
1718.0					NONE					
1720.0	BUBBA	FORREST	HAND	HAND	SHAKE_HANDS	0.0	POSITIVE	POSITIVE	1.0	
1720.0	BUBBA	FORREST	HAND	HAND	SHAKE_HANDS	0.0	POSITIVE	POSITIVE	1.0	
1722.0	BUBBA	FORREST	HAND	HAND	SHAKE_HANDS	0.0	POSITIVE	POSITIVE	1.0	
1724.0					NONE					
1726.0					NONE					
1728.0					NONE					
1730.0					NONE					
1732.0					NONE					
1734.0					NONE					
1736.0					NONE					
1738.0					NONE					
1740.0					NONE					
1742.0					NONE					
1744.0					NONE					
1746.0					NONE					
1748.0					NONE					
1750.0					NONE					
1752.0					NONE					
1754.0					NONE					
1756.0					NONE					
1758.0					NONE					
1760.0					NONE					
1762.0					NONE					
1764.0					NONE					
1766.0					NONE					
1768.0					NONE					
1770.0					NONE					
1772.0					NONE					
1774.0					NONE					
1776.0					NONE					
1778.0					NONE					
1780.0					NONE					
1782.0					NONE					
1784.0					NONE					
1786.0					NONE					
1788.0					NONE					
1790.0					NONE					
1792.0					NONE					
1794.0					NONE					
1796.0					NONE					
1798.0					NONE					
1800.0					NONE					
1802.0					NONE					
1804.0					NONE					
1806.0					NONE					
1808.0					NONE					
1810.0					NONE					
1812.0					NONE					
1814.0					NONE					
1816.0					NONE					
1818.0					NONE					
1820.0					NONE					
1822.0					NONE					
1824.0					NONE					
1826.0					NONE					
1828.0					NONE					
1830.0					NONE					
1832.0					NONE					
1834.0					NONE					
1836.0					NONE					
1838.0					NONE					
1840.0					NONE					
1842.0					NONE					
1844.0					NONE					
1846.0					NONE					
1848.0					NONE					
1850.0					NONE					
1852.0					NONE					
1854.0					NONE					
1856.0					NONE					
1858.0					NONE					
1860.0					NONE					
1862.0					NONE					
1864.0					NONE					
1866.0					NONE					
1868.0					NONE					
1870.0					NONE					
1872.0					NONE					
1874.0					NONE					
1876.0					NONE					
1878.0					NONE					
1880.0					NONE					
1882.0					NONE					
1884.0					NONE					
1886.0					NONE					
1888.0					NONE					
1890.0					NONE					
1892.0					NONE					
1894.0					NONE					
1896.0					NONE					
1898.0					NONE					
1900.0					NONE					
1902.0					NONE					
1904.0					NONE					
1906.0					NONE					
1908.0					NONE					
1910.0					NONE					
1912.0					NONE					
1914.0					NONE					
1916.0					NONE					
1918.0					NONE					
1920.0					NONE					
1922.0					NONE					
1924.0					NONE					
1926.0					NONE					
1928.0					NONE					
1930.0					NONE					
1932.0					NONE					
1934.0					NONE					
1936.0					NONE					
1938.0					NONE					
1940.0					NONE					
1942.0					NONE					
1944.0					NONE					
1946.0					NONE					
1948.0					NONE					
1950.0					NONE					
1952.0					NONE					
1954.0					NONE					
1956.0					NONE					
1958.0					NONE					
1960.0					NONE					
1962.0					NONE					
1964.0					NONE					
1966.0					NONE					
1968.0					NONE					
1970.0					NONE					
1972.0					NONE					
1974.0					NONE					
1976.0					NONE					
1978.0					NONE					
1980.0					NONE					
1982.0					NONE					
1984.0					NONE					
1986.0					NONE					
1988.0					NONE					
1990.0					NONE					
1992.0					NONE					
1994.0					NONE					
1996.0					NONE					
1998.0					NONE					
2000.0					NONE					
2002.0					NONE					
2004.0					NONE					
2006.0					NONE					
2008.0					NONE					
2010.0					NONE					
2012.0					NONE					
2014.0	FORREST	MEN	HAND		PUSH_AWAY	1.0	STRONG_NEGATIVE	STRONG_NEGATIVE	1.0	
2014.0	MEN	FORREST	HAND	SHOULDER	HOLD	0.0	NEGATIVE	NEGATIVE	1.0	
2016.0	MEN	FORREST	HAND	SHOULDER	HOLD	0.0	NEGATIVE	NEGATIVE	1.0	
2016.0	FORREST	MEN	HAND	CHEST	PUSH_AWAY	1.0	STRONG_NEGATIVE	STRONG_NEGATIVE	1.0	
2018.0					NONE					
2020.0					NONE					
2022.0	FORREST	JENNY			CARRY	1.0	POSITIVE	NEGATIVE	1.0	
2024.0	JENNY	FORREST	HAND	CHEST	PUSH_AWAY	0.0	NEGATIVE	NEGATIVE	1.0	
2026.0					NONE					
2028.0					NONE					
2030.0					NONE					
2032.0					NONE					
2034.0					NONE					
2036.0					NONE					
2038.0					NONE					
2040.0					NONE					
2042.0					NONE					
2044.0					NONE					
2046.0					NONE					
2048.0					NONE					
2050.0					NONE					
2052.0					NONE					
2054.0					NONE					
2056.0					NONE					
2058.0					NONE					
2060.0					NONE					
2062.0					NONE					
2064.0					NONE					
2066.0					NONE					
2068.0					NONE					
2070.0					NONE					
2072.0					NONE					
2074.0					NONE					
2076.0					NONE					
2078.0					NONE					
2080.0					NONE					
2082.0					NONE					
2084.0					NONE					
2086.0					NONE					
2088.0					NONE					
2090.0					NONE					
2092.0					NONE					
2094.0					NONE					
2096.0					NONE					
2098.0					NONE					
2100.0					NONE					
2102.0					NONE					
2104.0					NONE					
2106.0					NONE					
2108.0					NONE					
2110.0					NONE					
2112.0					NONE					
2114.0					NONE					
2116.0					NONE					
2118.0					NONE					
2120.0					NONE					
2122.0					NONE					
2124.0					NONE					
2126.0					NONE					
2128.0					NONE					
2130.0					NONE					
2132.0					NONE					
2134.0					NONE					
2136.0					NONE					
2138.0					NONE					
2140.0					NONE					
2142.0					NONE					
2144.0					NONE					
2146.0					NONE					
2148.0					NONE					
2150.0					NONE					
2152.0					NONE					
2154.0					NONE					
2156.0					NONE					
2158.0					NONE					
2160.0					NONE					
2162.0					NONE					
2164.0					NONE					
2166.0					NONE					
2168.0					NONE					
2170.0					NONE					
2172.0					NONE					
2174.0					NONE					
2176.0					NONE					
2178.0					NONE					
2180.0	MEN	MEN	HAND	BACK	NUDGE	0.0	POSITIVE	POSITIVE	1.0	
2182.0					NONE					
2184.0					NONE					
2186.0					NONE					
2188.0					NONE					
2190.0					NONE					
2192.0					NONE					
2194.0					NONE					
2196.0					NONE					
2198.0					NONE					
2200.0					NONE					
2202.0					NONE					
2204.0					NONE					
2206.0					NONE					
2208.0					NONE					
2210.0					NONE					
2212.0					NONE					
2214.0					NONE					
2216.0					NONE					
2218.0					NONE					
2220.0					NONE					
2222.0					NONE					
2224.0					NONE					
2226.0					NONE					
2228.0					NONE					
2230.0					NONE					
2232.0					NONE					
2234.0					NONE					
2236.0					NONE					
2238.0					NONE					
2240.0					NONE					
2242.0					NONE					
2244.0					NONE					
2246.0					NONE					
2248.0					NONE					
2250.0					NONE					
2252.0					NONE					
2254.0					NONE					
2256.0					NONE					
2258.0					NONE					
2260.0					NONE					
2262.0					NONE					
2264.0					NONE					
2266.0					NONE					
2268.0					NONE					
2270.0					NONE					
2272.0					NONE					
2274.0					NONE					
2276.0					NONE					
2278.0					NONE					
2280.0					NONE					
2282.0					NONE					
2284.0					NONE					
2286.0					NONE					
2288.0					NONE					
2290.0					NONE					
2292.0					NONE					
2294.0					NONE					
2296.0					NONE					
2298.0					NONE					
2300.0					NONE					
2302.0					NONE					
2304.0					NONE					
2306.0					NONE					
2308.0					NONE					
2310.0					NONE					
2312.0					NONE					
2314.0					NONE					
2316.0					NONE					
2318.0					NONE					
2320.0					NONE					
2322.0					NONE					
2324.0					NONE					
2326.0					NONE					
2328.0					NONE					
2330.0					NONE					
2332.0					NONE					
2334.0					NONE					
2336.0					NONE					
2338.0					NONE					
2340.0					NONE					
2342.0					NONE					
2344.0					NONE					
2346.0					NONE					
2348.0					NONE					
2350.0					NONE					
2352.0					NONE					
2354.0					NONE					
2356.0					NONE					
2358.0					NONE					
2360.0					NONE					
2362.0					NONE					
2364.0					NONE					
2366.0					NONE					
2368.0					NONE					
2370.0					NONE					
2372.0					NONE					
2374.0					NONE					
2376.0					NONE					
2378.0					NONE					
2380.0					NONE					
2382.0					NONE					
2384.0					NONE					
2386.0					NONE					
2388.0					NONE					
2390.0					NONE					
2392.0					NONE					
2394.0					NONE					
2396.0					NONE					
2398.0					NONE					
2400.0					NONE					
2402.0					NONE					
2404.0					NONE					
2406.0					NONE					
2408.0					NONE					
2410.0					NONE					
2412.0					NONE					
2414.0					NONE					
2416.0					NONE					
2418.0					NONE					
2420.0					NONE					
2422.0					NONE					
2424.0					NONE					
2426.0					NONE					
2428.0					NONE					
2430.0					NONE					
2432.0					NONE					
2434.0					NONE					
2436.0					NONE					
2438.0					NONE					
2440.0					NONE					
2442.0					NONE					
2444.0					NONE					
2446.0					NONE					
2448.0					NONE					
2450.0					NONE					
2452.0					NONE					
2454.0					NONE					
2456.0					NONE					
2458.0					NONE					
2460.0					NONE					
2462.0					NONE					
2464.0					NONE					
2466.0					NONE					
2468.0					NONE					
2470.0					NONE					
2472.0					NONE					
2474.0					NONE					
2476.0					NONE					
2478.0					NONE					
2480.0					NONE					
2482.0					NONE					
2484.0					NONE					
2486.0					NONE					
2488.0					NONE					
2490.0					NONE					
2492.0					NONE					
2494.0					NONE					
2496.0					NONE					
2498.0					NONE					
2500.0					NONE					
2502.0					NONE					
2504.0					NONE					
2506.0					NONE					
2508.0					NONE					
2510.0					NONE					
2512.0					NONE					
2514.0					NONE					
2516.0					NONE					
2518.0					NONE					
2520.0					NONE					
2522.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2524.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2526.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2528.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2530.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2532.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2534.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2536.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2538.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2540.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2542.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2544.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2546.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2548.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2550.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2552.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2554.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2556.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2558.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2560.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2562.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2564.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2566.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2568.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2570.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2572.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2574.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2576.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2578.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2580.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2582.0	BUBBA	FORREST	BACK	BACK	NESTLE	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	AUDITORY
2584.0					NONE					
2586.0					NONE					
2588.0					NONE					
2590.0					NONE					
2592.0					NONE					
2594.0					NONE					
2596.0					NONE					
2598.0					NONE					
2600.0					NONE					
2602.0					NONE					
2604.0					NONE					
2606.0	JENNY	WOMAN			HUG	0.0	POSITIVE	POSITIVE	1.0	
2608.0					NONE					
2610.0					NONE					
2612.0					NONE					
2614.0					NONE					
2616.0					NONE					
2618.0					NONE					
2620.0					NONE					
2622.0					NONE					
2624.0					NONE					
2626.0					NONE					
2628.0					NONE					
2630.0					NONE					
2632.0					NONE					
2634.0					NONE					
2636.0					NONE					
2638.0					NONE					
2640.0					NONE					
2642.0					NONE					
2644.0					NONE					
2646.0					NONE					
2648.0					NONE					
2650.0					NONE					
2652.0					NONE					
2654.0					NONE					
2656.0					NONE					
2658.0					NONE					
2660.0					NONE					
2662.0					NONE					
2664.0					NONE					
2666.0					NONE					
2668.0					NONE					
2670.0					NONE					
2672.0					NONE					
2674.0					NONE					
2676.0					NONE					
2678.0					NONE					
2680.0					NONE					
2682.0					NONE					
2684.0					NONE					
2686.0					NONE					
2688.0	DAN	MEN	HAND	BACK	BRUSH PAST	0.0	POSITIVE	POSITIVE	0.0	
2690.0					NONE					
2692.0					NONE					
2694.0					NONE					
2696.0					NONE					
2698.0					NONE					
2700.0					NONE					
2702.0					NONE					
2704.0					NONE					
2706.0					NONE					
2708.0					NONE					
2710.0					NONE					
2712.0	DAN	FORREST	HAND	SHOULDER	CHANGE_POSITION	1.0	POSITIVE	POSITIVE	1.0	
2714.0	DAN	FORREST	HAND	SHOULDER	CHANGE_POSITION	1.0	POSITIVE	POSITIVE	1.0	
2716.0					NONE					
2718.0					NONE					
2720.0					NONE					
2722.0					NONE					
2724.0					NONE					
2726.0					NONE					
2728.0					NONE					
2730.0					NONE					
2732.0					NONE					
2734.0					NONE					
2736.0					NONE					
2738.0					NONE					
2740.0					NONE					
2742.0					NONE					
2744.0					NONE					
2746.0					NONE					
2748.0					NONE					
2750.0					NONE					
2752.0					NONE					
2754.0					NONE					
2756.0					NONE					
2758.0					NONE					
2760.0					NONE					
2762.0					NONE					
2764.0					NONE					
2766.0					NONE					
2768.0					NONE					
2770.0					NONE					
2772.0					NONE					
2774.0					NONE					
2776.0					NONE					
2778.0					NONE					
2780.0					NONE					
2782.0					NONE					
2784.0	FORREST	MEN	HAND	SHOULDER	CHANGE_POSITION	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2786.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2788.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2790.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2790.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2792.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2794.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2796.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2798.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2800.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2802.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2804.0	FORREST	MEN	HAND	CHEST	CHANGE_POSITION	0.0	POSITIVE	STRONG_POSITIVE	1.0	
2806.0					NONE					
2808.0					NONE					
2810.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2812.0	FORREST	MEN			CARRY	1.0	POSITIVE	STRONG_POSITIVE	1.0	
2814.0					NONE					
2816.0					NONE					
2818.0	FORREST	MEN			CHANGE_POSITION	1.0	POSITIVE	NEGATIVE	1.0	
2820.0	FORREST	MEN			CHANGE_POSITION	1.0	POSITIVE	POSITIVE	1.0	
2822.0					NONE					
2824.0					NONE					
2826.0					NONE					
2828.0					NONE					
2830.0					NONE					
2832.0					NONE					
2834.0					NONE					
2836.0					NONE					
2838.0					NONE					
2840.0					NONE					
2842.0	FORREST	DAN			LAY_ON_SOMEBODY	0.0	POSITIVE	NEGATIVE	1.0	
2844.0	FORREST	DAN			LAY_ON_SOMEBODY	0.0	POSITIVE	NEGATIVE	1.0	
2844.0	DAN	FORREST			PUSH_AWAY	1.0	NEGATIVE	NEGATIVE	1.0	
2846.0	FORREST	DAN		ABDOMEN	FIX_CLOTHING	0.0	POSITIVE	NEGATIVE	1.0	
2848.0	FORREST	DAN		ABDOMEN	FIX_CLOTHING	0.0	POSITIVE	NEGATIVE	1.0	
2850.0	FORREST	DAN		ABDOMEN	FIX_CLOTHING	0.0	POSITIVE	NEGATIVE	1.0	
2852.0	DAN	FORREST			PUSH_AWAY	1.0	STRONG_NEGATIVE	NEGATIVE	1.0	AUDITORY
2854.0	FORREST	DAN		CHEST	WRESTLE	0.0	POSITIVE	NEGATIVE	1.0	
2854.0	DAN	FORREST	CHEST		WRESTLE	0.0	NEGATIVE	POSITIVE	1.0	
2856.0	FORREST	DAN	HAND	CHEST	CHANGE_POSITION	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2856.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2858.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2860.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2862.0					NONE					
2864.0					NONE					
2866.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2868.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2870.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2870.0	FORREST	DAN	ARM	LEG	CHANGE_POSITION	0.0	NEGATIVE	STRONG_NEGATIVE	0.0	
2872.0					NONE					
2874.0					NONE					
2876.0					NONE					
2878.0	FORREST	DAN	HAND	HAND	PULL_SOMEBODY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2878.0	FORREST	DAN	HAND	HAND	PULL_SOMEBODY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2880.0	FORREST	DAN	HAND	HAND	PULL_SOMEBODY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2882.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2884.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2886.0	FORREST	DAN		ABDOMEN	CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2888.0	FORREST	DAN		ABDOMEN	CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2890.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2892.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2894.0	FORREST	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2896.0	FORREST	DAN			CHANGE_POSITION	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
2898.0	DAN	FORREST	HAND	ARM	HOLD	0.0	STRONG_NEGATIVE	NEGATIVE	1.0	
2900.0	DAN	FORREST	HAND	ARM	HOLD	0.0	STRONG_NEGATIVE	NEGATIVE	1.0	
2902.0	DAN	FORREST	HAND	SHOULDER	HOLD	1.0	STRONG_NEGATIVE	NEGATIVE	1.0	
2904.0	DAN	FORREST	HAND	SHOULDER	HOLD	1.0	STRONG_NEGATIVE	NEGATIVE	1.0	
2906.0	DAN	FORREST	HAND	SHOULDER	HOLD	1.0	STRONG_NEGATIVE	NEGATIVE	1.0	
2908.0	DAN	FORREST	HAND	SHOULDER	HOLD	1.0	STRONG_NEGATIVE	NEGATIVE	1.0	
2910.0					NONE					
2912.0					NONE					
2914.0					NONE					
2916.0					NONE					
2918.0					NONE					
2920.0					NONE					
2922.0					NONE					
2924.0					NONE					
2926.0					NONE					
2928.0	FORREST	BUBBA	HAND	SHOULDER	PAT	0.0	POSITIVE	POSITIVE	1.0	
2930.0					NONE					
2932.0					NONE					
2934.0					NONE					
2936.0					NONE					
2938.0					NONE					
2940.0					NONE					
2942.0					NONE					
2944.0					NONE					
2946.0					NONE					
2948.0					NONE					
2950.0					NONE					
2952.0					NONE					
2954.0					NONE					
2956.0					NONE					
2958.0					NONE					
2960.0					NONE					
2962.0	FORREST	BUBBA			CHANGE_POSITION	1.0	POSITIVE	POSITIVE	1.0	
2964.0	FORREST	BUBBA			CHANGE_POSITION	1.0	POSITIVE	POSITIVE	1.0	
2966.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2968.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2970.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2972.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2974.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2974.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2976.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2978.0					NONE					
2980.0					NONE					
2982.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
