offset	emotion	judge_0	judge_1	judge_2	judge_3	judge_4	judge_5	judge_6	judge_7	judge_8	num_judges
1698	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1700	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1702	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1704	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1706	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1708	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1710	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1712	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1714	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1716	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1718	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1720	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1722	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1724	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1726	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1728	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1730	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1732	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1734	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1736	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1738	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1740	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
1742	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
1744	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	0
1746	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1748	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1750	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	0
1752	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	0
1754	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	0
1756	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	0
1758	NONE	NONE	NONE	NONE	NONE	HAPPINESS	NONE	HAPPINESS	NONE	NONE	0
1760	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
1762	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
1764	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
1766	NONE	NONE	NONE	HAPPINESS	LOVE	NONE	NONE	LOVE	LOVE	NONE	0
1768	NONE	NONE	NONE	HAPPINESS	LOVE	NONE	NONE	LOVE	LOVE	NONE	0
1770	NONE	NONE	NONE	HAPPINESS	LOVE	NONE	NONE	LOVE	LOVE	NONE	0
1772	NONE	NONE	NONE	HAPPINESS	LOVE	NONE	NONE	LOVE	LOVE	NONE	0
1774	NONE	NONE	NONE	HAPPINESS	LOVE	NONE	NONE	LOVE	LOVE	NONE	0
1776	NONE	NONE	NONE	HAPPINESS	LOVE	NONE	NONE	LOVE	LOVE	NONE	0
1778	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
1780	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
1782	NONE	NONE	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1784	NONE	NONE	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1786	NONE	NONE	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1788	NONE	NONE	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1790	NONE	NONE	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1792	NONE	NONE	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1794	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1796	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1798	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1800	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1802	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1804	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1806	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1808	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1810	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1812	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1814	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1816	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1818	NONE	NONE	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1820	NONE	NONE	LOVE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1822	NONE	NONE	LOVE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1824	NONE	NONE	LOVE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1826	NONE	NONE	LOVE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1828	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1830	NONE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	0
1832	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1834	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1836	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1838	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1840	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1842	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1844	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1846	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1848	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1850	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1852	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1854	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1856	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1858	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1860	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1862	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1864	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1866	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1868	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1870	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1872	SADNESS	NONE	SADNESS	NONE	NONE	SADNESS	NONE	SADNESS	SADNESS	SADNESS	5
1874	SADNESS	NONE	SADNESS	NONE	NONE	SADNESS	NONE	SADNESS	SADNESS	SADNESS	5
1876	SADNESS	NONE	SADNESS	NONE	NONE	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	6
1878	NONE	NONE	SADNESS	NONE	NONE	SADNESS	SADNESS	NONE	NONE	NONE	0
1880	NONE	NONE	SADNESS	NONE	NONE	SADNESS	SADNESS	NONE	NONE	NONE	0
1882	NONE	NONE	SADNESS	NONE	NONE	SADNESS	SADNESS	NONE	NONE	NONE	0
1884	NONE	NONE	NONE	NONE	NONE	SADNESS	SADNESS	NONE	NONE	NONE	0
1886	NONE	NONE	NONE	NONE	NONE	SADNESS	SADNESS	NONE	NONE	NONE	0
1888	NONE	NONE	NONE	NONE	NONE	SADNESS	NONE	NONE	NONE	NONE	0
1890	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1892	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1894	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1896	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1898	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1900	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1902	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1904	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1906	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1908	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1910	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1912	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1914	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1916	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1918	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1920	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1922	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1924	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1926	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1928	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1930	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1932	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	LOVE	NONE	NONE	0
1934	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	LOVE	NONE	NONE	0
1936	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	LOVE	NONE	NONE	0
1938	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	LOVE	NONE	NONE	0
1940	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	LOVE	NONE	NONE	0
1942	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1944	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1946	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1948	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1950	NONE	HAPPINESS	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
1952	NONE	HAPPINESS	HAPPINESS	LOVE	NONE	NONE	LOVE	NONE	NONE	NONE	0
1954	NONE	LOVE	HAPPINESS	LOVE	NONE	NONE	LOVE	NONE	NONE	NONE	0
1956	NONE	LOVE	HAPPINESS	LOVE	NONE	NONE	LOVE	NONE	NONE	NONE	0
1958	NONE	LOVE	HAPPINESS	LOVE	NONE	NONE	LOVE	NONE	NONE	NONE	0
1960	NONE	LOVE	HAPPINESS	LOVE	ANGER	NONE	LOVE	NONE	NONE	NONE	0
1962	NONE	LOVE	HAPPINESS	LOVE	ANGER	NONE	LOVE	NONE	NONE	NONE	0
1964	NONE	LOVE	HAPPINESS	LOVE	ANGER	NONE	LOVE	NONE	NONE	NONE	0
1966	NONE	LOVE	HAPPINESS	LOVE	ANGER	NONE	LOVE	NONE	NONE	NONE	0
1968	LOVE	LOVE	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	NONE	LOVE	6
1970	LOVE	LOVE	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	NONE	LOVE	6
1972	LOVE	LOVE	LOVE	LOVE	LOVE	LOVE	LOVE	NONE	NONE	LOVE	7
1974	LOVE	LOVE	LOVE	LOVE	LOVE	LOVE	LOVE	HAPPINESS	NONE	LOVE	7
1976	LOVE	LOVE	LOVE	LOVE	LOVE	LOVE	LOVE	HAPPINESS	NONE	LOVE	7
1978	LOVE	LOVE	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	NONE	LOVE	6
1980	LOVE	LOVE	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	NONE	LOVE	6
1982	LOVE	LOVE	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	NONE	LOVE	6
1984	LOVE	LOVE	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	NONE	LOVE	6
1986	LOVE	ANGER	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	NONE	LOVE	5
1988	LOVE	ANGER	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	NONE	LOVE	5
1990	LOVE	LOVE	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	NONE	LOVE	6
1992	LOVE	LOVE	LOVE	LOVE	ANGER	LOVE	LOVE	NONE	NONE	LOVE	6
1994	LOVE	LOVE	LOVE	LOVE	ANGER	NONE	LOVE	NONE	NONE	LOVE	5
1996	LOVE	LOVE	LOVE	LOVE	ANGER	NONE	LOVE	NONE	NONE	LOVE	5
1998	NONE	ANGER	LOVE	LOVE	ANGER	NONE	LOVE	NONE	NONE	NONE	0
2000	ANGER	ANGER	LOVE	LOVE	ANGER	ANGER	LOVE	ANGER	NONE	ANGER	5
2002	ANGER	FEAR	ANGER	LOVE	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	7
2004	ANGER	FEAR	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	8
2006	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	9
2008	ANGER	NONE	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	8
2010	ANGER	NONE	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	8
2012	ANGER	NONE	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	8
2014	ANGER	NONE	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	8
2016	ANGER	NONE	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	8
2018	ANGER	NONE	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	8
2020	ANGER	NONE	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	8
2022	ANGER	NONE	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	ANGER	8
2024	ANGER	NONE	ANGER	ANGER	ANGER	NONE	ANGER	NONE	ANGER	ANGER	6
2026	ANGER	NONE	ANGER	ANGER	ANGER	NONE	ANGER	NONE	ANGER	ANGER	6
2028	NONE	NONE	NONE	NONE	ANGER	NONE	ANGER	NONE	ANGER	NONE	0
2030	NONE	NONE	NONE	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	0
2032	NONE	NONE	NONE	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	0
2034	NONE	NONE	NONE	ANGER	ANGER	NONE	NONE	ANGER	NONE	NONE	0
2036	NONE	NONE	NONE	ANGER	ANGER	NONE	NONE	ANGER	NONE	NONE	0
2038	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	ANGER	NONE	NONE	0
2040	NONE	NONE	NONE	NONE	ANGER	NONE	NONE	ANGER	NONE	NONE	0
2042	NONE	NONE	NONE	NONE	NONE	NONE	NONE	LOVE	NONE	NONE	0
2044	LOVE	LOVE	NONE	LOVE	NONE	SADNESS	LOVE	LOVE	NONE	LOVE	5
2046	NONE	NONE	NONE	LOVE	NONE	SADNESS	LOVE	LOVE	NONE	NONE	0
2048	NONE	NONE	NONE	NONE	NONE	SADNESS	LOVE	LOVE	NONE	NONE	0
2050	NONE	NONE	NONE	NONE	SADNESS	SADNESS	SADNESS	LOVE	NONE	NONE	0
2052	SADNESS	SADNESS	SADNESS	NONE	SADNESS	SADNESS	SADNESS	LOVE	NONE	SADNESS	6
2054	SADNESS	SADNESS	SADNESS	NONE	SADNESS	SADNESS	SADNESS	LOVE	NONE	SADNESS	6
2056	SADNESS	SADNESS	SADNESS	NONE	SADNESS	SADNESS	SADNESS	LOVE	NONE	SADNESS	6
2058	SADNESS	SADNESS	SADNESS	NONE	SADNESS	SADNESS	SADNESS	LOVE	NONE	SADNESS	6
2060	SADNESS	SADNESS	SADNESS	NONE	SADNESS	NONE	SADNESS	LOVE	NONE	SADNESS	5
2062	SADNESS	SADNESS	SADNESS	NONE	SADNESS	NONE	SADNESS	LOVE	NONE	SADNESS	5
2064	SADNESS	SADNESS	SADNESS	NONE	SADNESS	NONE	SADNESS	LOVE	NONE	SADNESS	5
2066	SADNESS	SADNESS	SADNESS	NONE	SADNESS	NONE	SADNESS	LOVE	NONE	SADNESS	5
2068	SADNESS	SADNESS	SADNESS	NONE	SADNESS	NONE	SADNESS	LOVE	NONE	SADNESS	5
2070	SADNESS	SADNESS	SADNESS	NONE	SADNESS	NONE	SADNESS	LOVE	NONE	SADNESS	5
2072	SADNESS	SADNESS	SADNESS	NONE	SADNESS	NONE	SADNESS	LOVE	NONE	SADNESS	5
2074	SADNESS	SADNESS	SADNESS	NONE	SADNESS	NONE	SADNESS	LOVE	NONE	SADNESS	5
2076	SADNESS	SADNESS	SADNESS	NONE	SADNESS	NONE	SADNESS	LOVE	NONE	SADNESS	5
2078	SADNESS	SADNESS	SADNESS	FEAR	SADNESS	NONE	SADNESS	LOVE	NONE	SADNESS	5
2080	SADNESS	SADNESS	SADNESS	FEAR	SADNESS	FEAR	SADNESS	SADNESS	FEAR	SADNESS	6
2082	SADNESS	SADNESS	SADNESS	FEAR	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	5
2084	SADNESS	SADNESS	SADNESS	FEAR	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	5
2086	SADNESS	SADNESS	SADNESS	FEAR	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	5
2088	SADNESS	SADNESS	SADNESS	FEAR	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	5
2090	FEAR	SADNESS	SADNESS	FEAR	SADNESS	FEAR	FEAR	FEAR	FEAR	FEAR	6
2092	FEAR	NONE	SADNESS	FEAR	NONE	FEAR	NONE	FEAR	FEAR	FEAR	5
2094	NONE	NONE	SADNESS	FEAR	SADNESS	NONE	NONE	FEAR	FEAR	NONE	0
2096	NONE	ANGER	SADNESS	NONE	SADNESS	SADNESS	NONE	FEAR	FEAR	NONE	0
2098	NONE	ANGER	SADNESS	NONE	SADNESS	SADNESS	NONE	FEAR	FEAR	NONE	0
2100	SADNESS	NONE	SADNESS	SADNESS	SADNESS	SADNESS	NONE	FEAR	FEAR	SADNESS	5
2102	SADNESS	NONE	SADNESS	SADNESS	SADNESS	SADNESS	NONE	FEAR	FEAR	SADNESS	5
2104	SADNESS	NONE	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	FEAR	SADNESS	SADNESS	7
2106	SADNESS	NONE	SADNESS	SADNESS	SADNESS	SADNESS	SADNESS	FEAR	SADNESS	SADNESS	7
2108	SADNESS	NONE	SADNESS	SADNESS	NONE	SADNESS	SADNESS	FEAR	SADNESS	SADNESS	6
2110	NONE	NONE	SADNESS	SADNESS	NONE	NONE	NONE	FEAR	SADNESS	NONE	0
2112	NONE	NONE	SADNESS	SADNESS	FEAR	NONE	NONE	FEAR	SADNESS	NONE	0
2114	SADNESS	SADNESS	SADNESS	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	SADNESS	6
2116	SADNESS	SADNESS	SADNESS	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	SADNESS	6
2118	SADNESS	SADNESS	SADNESS	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	SADNESS	6
2120	SADNESS	SADNESS	SADNESS	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	SADNESS	6
2122	SADNESS	SADNESS	SADNESS	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	SADNESS	6
2124	SADNESS	SADNESS	SADNESS	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	SADNESS	6
2126	SADNESS	SADNESS	SADNESS	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	SADNESS	6
2128	SADNESS	SADNESS	SADNESS	SADNESS	FEAR	FEAR	SADNESS	FEAR	SADNESS	SADNESS	6
2130	NONE	SADNESS	SADNESS	LOVE	FEAR	FEAR	SADNESS	FEAR	NONE	NONE	0
2132	NONE	SADNESS	SADNESS	LOVE	FEAR	FEAR	SADNESS	FEAR	NONE	NONE	0
2134	NONE	SADNESS	SADNESS	LOVE	FEAR	FEAR	SADNESS	FEAR	NONE	NONE	0
2136	SADNESS	SADNESS	SADNESS	LOVE	SADNESS	NONE	SADNESS	FEAR	NONE	SADNESS	5
2138	SADNESS	SADNESS	SADNESS	LOVE	SADNESS	SADNESS	SADNESS	FEAR	NONE	SADNESS	6
2140	SADNESS	SADNESS	SADNESS	LOVE	SADNESS	SADNESS	SADNESS	FEAR	NONE	SADNESS	6
2142	SADNESS	SADNESS	SADNESS	LOVE	SADNESS	SADNESS	SADNESS	FEAR	NONE	SADNESS	6
2144	SADNESS	SADNESS	NONE	LOVE	SADNESS	SADNESS	SADNESS	FEAR	NONE	SADNESS	5
2146	SADNESS	SADNESS	NONE	LOVE	SADNESS	SADNESS	SADNESS	FEAR	NONE	SADNESS	5
2148	SADNESS	SADNESS	NONE	LOVE	SADNESS	SADNESS	SADNESS	FEAR	NONE	SADNESS	5
2150	NONE	NONE	NONE	NONE	NONE	SADNESS	NONE	NONE	NONE	NONE	0
2152	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2154	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2156	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2158	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2160	NONE	NONE	ANGER	ANGER	NONE	NONE	NONE	NONE	NONE	NONE	0
2162	NONE	NONE	NONE	NONE	NONE	NONE	FEAR	FEAR	NONE	NONE	0
2164	NONE	NONE	NONE	NONE	NONE	NONE	NONE	FEAR	NONE	NONE	0
2166	NONE	NONE	NONE	NONE	NONE	NONE	NONE	FEAR	NONE	NONE	0
2168	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2170	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2172	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2174	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2176	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2178	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2180	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2182	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2184	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2186	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2188	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2190	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2192	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2194	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2196	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2198	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2200	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2202	NONE	NONE	NONE	HAPPINESS	NONE	NONE	NONE	NONE	NONE	NONE	0
2204	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2206	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2208	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0
2210	NONE	HAPPINESS	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2212	NONE	HAPPINESS	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2214	NONE	HAPPINESS	NONE	LOVE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	0
2216	NONE	HAPPINESS	NONE	LOVE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	0
2218	NONE	HAPPINESS	NONE	LOVE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	0
2220	NONE	HAPPINESS	NONE	LOVE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	0
2222	NONE	HAPPINESS	NONE	LOVE	NONE	NONE	NONE	HAPPINESS	NONE	NONE	0
2224	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2226	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2228	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2230	NONE	NONE	NONE	LOVE	NONE	ANGER	NONE	NONE	NONE	NONE	0
2232	NONE	NONE	NONE	LOVE	NONE	ANGER	NONE	NONE	NONE	NONE	0
2234	NONE	NONE	NONE	LOVE	NONE	ANGER	NONE	NONE	NONE	NONE	0
2236	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2238	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2240	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2242	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2244	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2246	NONE	ANGER	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2248	NONE	ANGER	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
2250	NONE	NONE	NONE	LOVE	NONE	NONE	NONE	NONE	NONE	NONE	0
